surveyId,fold,spatial_block,country,pa_distance_bucket,shift_risk,true_cardinality,predicted_cardinality,matched_v27_f1,v28_f1,delta_f1,species_swaps
61660,0,+0223:+0036,Denmark,20_to_50km,0.32253924,12,20,0.3125,0.3125,0.0,0
61707,0,+0205:+0040,Germany,20_to_50km,0.45846078,20,35,0.14545454545454545,0.14545454545454545,0.0,0
62842,0,+0220:+0038,Denmark,20_to_50km,0.35217032,17,20,0.5945945945945946,0.5945945945945946,0.0,0
66742,0,+0223:+0036,Denmark,20_to_50km,0.31830212,19,21,0.55,0.55,0.0,0
68911,0,+0223:+0036,Denmark,20_to_50km,0.32591516,17,19,0.4444444444444444,0.4444444444444444,0.0,0
71024,0,+0152:+0053,Italy,20_to_50km,0.28411713,1,13,0.0,0.0,0.0,0
73182,0,+0220:+0037,Denmark,20_to_50km,0.33438495,11,16,0.37037037037037035,0.37037037037037035,0.0,0
74879,0,+0220:+0037,Denmark,20_to_50km,0.32918423,12,19,0.3870967741935484,0.3870967741935484,0.0,0
76012,0,+0223:+0036,Denmark,20_to_50km,0.32433465,20,22,0.3333333333333333,0.3333333333333333,0.0,0
77657,0,+0222:+0037,Denmark,20_to_50km,0.34785903,18,20,0.42105263157894735,0.42105263157894735,0.0,0
77840,0,+0222:+0037,Denmark,20_to_50km,0.34848788,18,20,0.5263157894736842,0.5263157894736842,0.0,0
81098,0,+0223:+0036,Denmark,20_to_50km,0.304758,13,21,0.47058823529411764,0.47058823529411764,0.0,0
82996,0,+0219:+0041,Denmark,20_to_50km,0.31898996,7,20,0.2222222222222222,0.2222222222222222,0.0,0
90805,0,+0219:+0038,Denmark,20_to_50km,0.31657648,8,16,0.3333333333333333,0.3333333333333333,0.0,0
95992,0,+0223:+0036,Denmark,20_to_50km,0.32816562,19,22,0.4878048780487805,0.4878048780487805,0.0,0
96229,0,+0219:+0038,Denmark,20_to_50km,0.3301788,15,15,0.3333333333333333,0.3333333333333333,0.0,0
97202,0,+0222:+0037,Denmark,20_to_50km,0.35237223,7,19,0.46153846153846156,0.46153846153846156,0.0,0
98016,0,+0222:+0037,Denmark,20_to_50km,0.30049103,13,18,0.3870967741935484,0.3870967741935484,0.0,0
105510,0,+0223:+0036,Denmark,20_to_50km,0.31706762,16,20,0.3333333333333333,0.3333333333333333,0.0,0
106777,0,+0177:+0025,France,20_to_50km,0.2518973,10,23,0.18181818181818182,0.18181818181818182,0.0,0
109992,0,+0222:+0037,Denmark,20_to_50km,0.35382992,12,20,0.5,0.5,0.0,0
112190,0,+0222:+0037,Denmark,20_to_50km,0.29823858,19,18,0.32432432432432434,0.32432432432432434,0.0,0
112516,0,+0222:+0037,Denmark,20_to_50km,0.29810816,10,21,0.3870967741935484,0.3870967741935484,0.0,0
114735,0,+0223:+0036,Denmark,20_to_50km,0.32572848,5,21,0.38461538461538464,0.38461538461538464,0.0,0
116991,0,+0223:+0036,Denmark,20_to_50km,0.31545028,22,21,0.37209302325581395,0.37209302325581395,0.0,0
117712,0,+0222:+0037,Denmark,20_to_50km,0.35616353,14,21,0.45714285714285713,0.45714285714285713,0.0,0
119044,0,+0174:+0001,France,20_to_50km,0.26969454,16,23,0.3076923076923077,0.3076923076923077,0.0,0
120408,0,+0220:+0037,Denmark,20_to_50km,0.32448807,13,15,0.35714285714285715,0.35714285714285715,0.0,0
121871,0,+0222:+0037,Denmark,20_to_50km,0.3327308,13,20,0.5454545454545454,0.5454545454545454,0.0,0
122104,0,+0172:+0003,France,20_to_50km,0.27141592,30,23,0.49056603773584906,0.49056603773584906,0.0,0
122532,0,+0223:+0036,Denmark,20_to_50km,0.3042282,7,18,0.4,0.4,0.0,0
123504,0,+0222:+0037,Denmark,20_to_50km,0.30290124,21,19,0.35,0.35,0.0,0
124768,0,+0220:+0038,Denmark,20_to_50km,0.33334944,18,16,0.11764705882352941,0.11764705882352941,0.0,0
126187,0,+0220:+0038,Denmark,20_to_50km,0.32261425,19,20,0.2564102564102564,0.2564102564102564,0.0,0
128190,0,+0219:+0041,Denmark,20_to_50km,0.3345433,8,19,0.2962962962962963,0.2962962962962963,0.0,0
129055,0,+0174:+0001,France,20_to_50km,0.26076442,17,22,0.5128205128205128,0.5128205128205128,0.0,0
132019,0,+0175:+0030,France,20_to_50km,0.2901717,24,26,0.2,0.2,0.0,0
133966,0,+0223:+0036,Denmark,20_to_50km,0.30215305,18,22,0.25,0.25,0.0,0
135707,0,+0222:+0037,Denmark,20_to_50km,0.297332,7,17,0.5,0.5,0.0,0
137558,0,+0222:+0037,Denmark,20_to_50km,0.34050313,27,21,0.375,0.375,0.0,0
137776,0,+0222:+0037,Denmark,20_to_50km,0.3080565,11,18,0.27586206896551724,0.27586206896551724,0.0,0
143767,0,+0223:+0036,Denmark,20_to_50km,0.34085968,16,21,0.5405405405405406,0.5405405405405406,0.0,0
144308,0,+0220:+0037,Denmark,20_to_50km,0.33749482,11,23,0.4117647058823529,0.4117647058823529,0.0,0
145243,0,+0168:+0061,Italy,20_to_50km,0.22647823,10,18,0.35714285714285715,0.35714285714285715,0.0,0
150569,0,+0222:+0037,Denmark,20_to_50km,0.34339127,22,22,0.22727272727272727,0.22727272727272727,0.0,0
151724,0,+0222:+0037,Denmark,20_to_50km,0.3302691,16,24,0.45,0.45,0.0,0
152282,0,+0220:+0038,Denmark,20_to_50km,0.3278255,12,12,0.5833333333333334,0.5833333333333334,0.0,0
154368,0,+0223:+0036,Denmark,20_to_50km,0.32736176,7,21,0.21428571428571427,0.21428571428571427,0.0,0
155230,0,+0222:+0037,Denmark,20_to_50km,0.3053359,14,22,0.3888888888888889,0.3888888888888889,0.0,0
157082,0,+0222:+0037,Denmark,20_to_50km,0.32787836,18,22,0.4,0.4,0.0,0
160529,0,+0223:+0036,Denmark,20_to_50km,0.33071366,13,21,0.5882352941176471,0.5882352941176471,0.0,0
161001,0,+0219:+0038,Denmark,20_to_50km,0.31935528,14,21,0.34285714285714286,0.34285714285714286,0.0,0
162503,0,+0223:+0036,Denmark,20_to_50km,0.35389417,13,17,0.6666666666666666,0.6666666666666666,0.0,0
165006,0,+0219:+0038,Denmark,20_to_50km,0.31586215,7,18,0.48,0.48,0.0,0
168662,0,+0220:+0038,Denmark,20_to_50km,0.35582763,20,17,0.21621621621621623,0.21621621621621623,0.0,0
171730,0,+0222:+0037,Denmark,20_to_50km,0.3554035,14,18,0.4375,0.4375,0.0,0
172716,0,+0222:+0037,Denmark,20_to_50km,0.30086875,26,18,0.45454545454545453,0.45454545454545453,0.0,0
180264,0,+0222:+0037,Denmark,20_to_50km,0.33218783,18,22,0.1,0.1,0.0,0
180464,0,+0223:+0036,Denmark,20_to_50km,0.32670426,19,22,0.43902439024390244,0.43902439024390244,0.0,0
180962,0,+0219:+0038,Denmark,20_to_50km,0.3348128,14,19,0.36363636363636365,0.36363636363636365,0.0,0
182019,0,+0219:+0038,Denmark,20_to_50km,0.30903304,16,17,0.36363636363636365,0.36363636363636365,0.0,0
182146,0,+0223:+0036,Denmark,20_to_50km,0.3182945,27,20,0.2978723404255319,0.2978723404255319,0.0,0
182629,0,+0223:+0036,Denmark,20_to_50km,0.32245097,9,21,0.4666666666666667,0.4666666666666667,0.0,0
183010,0,+0222:+0037,Denmark,20_to_50km,0.30160838,14,24,0.15789473684210525,0.15789473684210525,0.0,0
183770,0,+0222:+0037,Denmark,20_to_50km,0.3514321,14,20,0.35294117647058826,0.35294117647058826,0.0,0
185594,0,+0223:+0036,Denmark,20_to_50km,0.317032,6,21,0.14814814814814814,0.14814814814814814,0.0,0
187225,0,+0219:+0038,Denmark,20_to_50km,0.3323043,17,19,0.5555555555555556,0.5555555555555556,0.0,0
188119,0,+0220:+0037,Denmark,20_to_50km,0.29250592,12,20,0.125,0.125,0.0,0
192912,0,+0223:+0036,Denmark,20_to_50km,0.3362437,11,18,0.20689655172413793,0.20689655172413793,0.0,0
194938,0,+0222:+0037,Denmark,20_to_50km,0.33847058,28,23,0.35294117647058826,0.35294117647058826,0.0,0
195096,0,+0223:+0036,Denmark,20_to_50km,0.30304044,14,20,0.5294117647058824,0.5294117647058824,0.0,0
198999,0,+0222:+0037,Denmark,20_to_50km,0.35273433,19,18,0.10810810810810811,0.10810810810810811,0.0,0
204358,0,+0223:+0036,Denmark,20_to_50km,0.3390774,28,22,0.32,0.32,0.0,0
206106,0,+0222:+0037,Denmark,20_to_50km,0.34869355,20,22,0.3333333333333333,0.3333333333333333,0.0,0
208395,0,+0223:+0036,Denmark,20_to_50km,0.31274682,15,15,0.4666666666666667,0.4666666666666667,0.0,0
210810,0,+0220:+0038,Denmark,20_to_50km,0.32280308,12,17,0.41379310344827586,0.41379310344827586,0.0,0
212097,0,+0222:+0037,Denmark,20_to_50km,0.30772674,9,20,0.41379310344827586,0.41379310344827586,0.0,0
213814,0,+0222:+0037,Denmark,20_to_50km,0.34883827,15,19,0.47058823529411764,0.47058823529411764,0.0,0
215268,0,+0222:+0037,Denmark,20_to_50km,0.30220512,21,21,0.23809523809523808,0.23809523809523808,0.0,0
216666,0,+0220:+0038,Denmark,20_to_50km,0.33578503,12,24,0.2222222222222222,0.2222222222222222,0.0,0
218202,0,+0222:+0037,Denmark,20_to_50km,0.3245132,8,22,0.26666666666666666,0.26666666666666666,0.0,0
220926,0,+0220:+0038,Denmark,20_to_50km,0.32156047,13,19,0.25,0.25,0.0,0
221555,0,+0220:+0037,Denmark,20_to_50km,0.32618448,14,19,0.06060606060606061,0.06060606060606061,0.0,0
223637,0,+0220:+0038,Denmark,20_to_50km,0.326135,10,15,0.32,0.32,0.0,0
224658,0,+0223:+0036,Denmark,20_to_50km,0.31811252,13,20,0.5454545454545454,0.5454545454545454,0.0,0
225174,0,+0219:+0038,Denmark,20_to_50km,0.34580925,18,17,0.34285714285714286,0.34285714285714286,0.0,0
228959,0,+0168:+0061,Italy,20_to_50km,0.22571488,6,19,0.08,0.08,0.0,0
232514,0,+0220:+0037,Denmark,20_to_50km,0.3270864,17,18,0.45714285714285713,0.45714285714285713,0.0,0
233876,0,+0219:+0041,Denmark,20_to_50km,0.28930867,20,16,0.3888888888888889,0.3888888888888889,0.0,0
234936,0,+0223:+0036,Denmark,20_to_50km,0.31690493,21,20,0.34146341463414637,0.34146341463414637,0.0,0
235555,0,+0223:+0036,Denmark,20_to_50km,0.32763365,13,21,0.5294117647058824,0.5294117647058824,0.0,0
236772,0,+0220:+0037,Denmark,20_to_50km,0.33165568,12,17,0.4827586206896552,0.4827586206896552,0.0,0
238254,0,+0223:+0036,Denmark,20_to_50km,0.3179088,22,22,0.5,0.5,0.0,0
238615,0,+0223:+0036,Denmark,20_to_50km,0.30397314,10,19,0.27586206896551724,0.27586206896551724,0.0,0
239301,0,+0222:+0037,Denmark,20_to_50km,0.29421672,15,21,0.3333333333333333,0.3333333333333333,0.0,0
240717,0,+0222:+0037,Denmark,20_to_50km,0.2974353,9,20,0.27586206896551724,0.27586206896551724,0.0,0
240998,0,+0222:+0037,Denmark,20_to_50km,0.30504358,29,19,0.125,0.125,0.0,0
246047,0,+0220:+0038,Denmark,20_to_50km,0.32409084,10,18,0.07142857142857142,0.07142857142857142,0.0,0
247110,0,+0168:+0061,Italy,20_to_50km,0.22429222,11,17,0.21428571428571427,0.21428571428571427,0.0,0
247370,0,+0223:+0036,Denmark,20_to_50km,0.32450104,8,19,0.5185185185185185,0.5185185185185185,0.0,0
255418,0,+0222:+0037,Denmark,20_to_50km,0.32719466,17,22,0.2564102564102564,0.2564102564102564,0.0,0
257378,0,+0223:+0036,Denmark,20_to_50km,0.3107006,15,17,0.375,0.375,0.0,0
263396,0,+0222:+0037,Denmark,20_to_50km,0.309406,17,21,0.2631578947368421,0.2631578947368421,0.0,0
265217,0,+0168:+0061,Italy,20_to_50km,0.22457096,8,16,0.5833333333333334,0.5833333333333334,0.0,0
265552,0,+0219:+0038,Denmark,20_to_50km,0.3105076,10,17,0.37037037037037035,0.37037037037037035,0.0,0
265953,0,+0222:+0037,Denmark,20_to_50km,0.33962113,15,24,0.20512820512820512,0.20512820512820512,0.0,0
266770,0,+0168:+0061,Italy,20_to_50km,0.22382535,30,18,0.125,0.125,0.0,0
271654,0,+0220:+0038,Denmark,20_to_50km,0.33237615,7,14,0.19047619047619047,0.19047619047619047,0.0,0
273292,0,+0223:+0036,Denmark,20_to_50km,0.29927638,8,19,0.37037037037037035,0.37037037037037035,0.0,0
275674,0,+0219:+0038,Denmark,20_to_50km,0.34616056,21,15,0.2777777777777778,0.2777777777777778,0.0,0
279283,0,+0222:+0037,Denmark,20_to_50km,0.29482073,17,20,0.5405405405405406,0.5405405405405406,0.0,0
287050,0,+0223:+0036,Denmark,20_to_50km,0.30041975,6,21,0.2222222222222222,0.2222222222222222,0.0,0
287663,0,+0222:+0037,Denmark,20_to_50km,0.29833606,10,21,0.25806451612903225,0.25806451612903225,0.0,0
291123,0,+0220:+0037,Denmark,20_to_50km,0.331884,8,18,0.15384615384615385,0.15384615384615385,0.0,0
297020,0,+0222:+0037,Denmark,20_to_50km,0.3514469,13,17,0.3333333333333333,0.3333333333333333,0.0,0
297859,0,+0223:+0036,Denmark,20_to_50km,0.31649077,7,16,0.2608695652173913,0.2608695652173913,0.0,0
299474,0,+0222:+0037,Denmark,20_to_50km,0.30477655,12,20,0.375,0.375,0.0,0
300499,0,+0220:+0037,Denmark,20_to_50km,0.33203146,12,17,0.41379310344827586,0.41379310344827586,0.0,0
301519,0,+0219:+0038,Denmark,20_to_50km,0.34247345,10,18,0.14285714285714285,0.14285714285714285,0.0,0
301990,0,+0223:+0036,Denmark,20_to_50km,0.33006135,28,24,0.46153846153846156,0.46153846153846156,0.0,0
303551,0,+0222:+0037,Denmark,20_to_50km,0.3269952,16,21,0.32432432432432434,0.32432432432432434,0.0,0
303592,0,+0223:+0036,Denmark,20_to_50km,0.3098181,9,16,0.4,0.4,0.0,0
308022,0,+0222:+0037,Denmark,20_to_50km,0.35600802,18,21,0.358974358974359,0.358974358974359,0.0,0
309735,0,+0220:+0038,Denmark,20_to_50km,0.32226947,16,21,0.21621621621621623,0.21621621621621623,0.0,0
312895,0,+0223:+0036,Denmark,20_to_50km,0.3303832,28,25,0.2641509433962264,0.2641509433962264,0.0,0
315201,0,+0223:+0036,Denmark,20_to_50km,0.32627106,8,21,0.20689655172413793,0.20689655172413793,0.0,0
315871,0,+0187:+0002,France,20_to_50km,0.27335772,14,16,0.26666666666666666,0.26666666666666666,0.0,0
319793,0,+0222:+0037,Denmark,20_to_50km,0.33111525,30,21,0.39215686274509803,0.39215686274509803,0.0,0
324388,0,+0220:+0038,Denmark,20_to_50km,0.32941186,13,14,0.5185185185185185,0.5185185185185185,0.0,0
326807,0,+0220:+0037,Denmark,20_to_50km,0.32512105,15,21,0.2777777777777778,0.2777777777777778,0.0,0
327988,0,+0223:+0036,Denmark,20_to_50km,0.320918,15,19,0.4117647058823529,0.4117647058823529,0.0,0
336230,0,+0168:+0061,Italy,20_to_50km,0.22467537,36,18,0.37037037037037035,0.37037037037037035,0.0,0
343534,0,+0222:+0037,Denmark,20_to_50km,0.3007009,21,21,0.2857142857142857,0.2857142857142857,0.0,0
343811,0,+0223:+0036,Denmark,20_to_50km,0.30186346,13,22,0.5142857142857142,0.5142857142857142,0.0,0
344040,0,+0222:+0037,Denmark,20_to_50km,0.30083266,18,17,0.34285714285714286,0.34285714285714286,0.0,0
352980,0,+0222:+0037,Denmark,20_to_50km,0.3054122,23,22,0.5777777777777777,0.5777777777777777,0.0,0
353281,0,+0187:+0002,France,20_to_50km,0.27186143,14,21,0.5142857142857142,0.5142857142857142,0.0,0
353408,0,+0222:+0037,Denmark,20_to_50km,0.30006394,23,24,0.5106382978723404,0.5106382978723404,0.0,0
357072,0,+0220:+0037,Denmark,20_to_50km,0.33626828,6,20,0.07692307692307693,0.07692307692307693,0.0,0
357431,0,+0222:+0037,Denmark,20_to_50km,0.34004027,14,24,0.47368421052631576,0.47368421052631576,0.0,0
361687,0,+0223:+0036,Denmark,20_to_50km,0.3394336,15,21,0.2222222222222222,0.2222222222222222,0.0,0
362328,0,+0219:+0038,Denmark,20_to_50km,0.3434753,9,18,0.2962962962962963,0.2962962962962963,0.0,0
366764,0,+0205:+0040,Germany,20_to_50km,0.45983496,27,35,0.3870967741935484,0.3870967741935484,0.0,0
369310,0,+0223:+0036,Denmark,20_to_50km,0.31957492,11,21,0.5625,0.5625,0.0,0
375115,0,+0168:+0061,Italy,20_to_50km,0.22485104,12,18,0.4666666666666667,0.4666666666666667,0.0,0
375179,0,+0223:+0036,Denmark,20_to_50km,0.3408294,16,22,0.5263157894736842,0.5263157894736842,0.0,0
375828,0,+0222:+0037,Denmark,20_to_50km,0.33103195,11,21,0.0625,0.0625,0.0,0
376405,0,+0223:+0036,Denmark,20_to_50km,0.30946907,19,19,0.3157894736842105,0.3157894736842105,0.0,0
377682,0,+0223:+0036,Denmark,20_to_50km,0.33643335,13,17,0.5333333333333333,0.5333333333333333,0.0,0
379457,0,+0222:+0037,Denmark,20_to_50km,0.3018343,15,19,0.4117647058823529,0.4117647058823529,0.0,0
384059,0,+0223:+0036,Denmark,20_to_50km,0.3088124,11,15,0.3076923076923077,0.3076923076923077,0.0,0
386459,0,+0222:+0037,Denmark,20_to_50km,0.35597178,15,20,0.17142857142857143,0.17142857142857143,0.0,0
386663,0,+0222:+0037,Denmark,20_to_50km,0.3272912,17,20,0.5405405405405406,0.5405405405405406,0.0,0
386677,0,+0220:+0038,Denmark,20_to_50km,0.35247913,9,16,0.48,0.48,0.0,0
388876,0,+0222:+0037,Denmark,20_to_50km,0.34796476,9,21,0.2,0.2,0.0,0
389134,0,+0222:+0037,Denmark,20_to_50km,0.3023257,19,23,0.38095238095238093,0.38095238095238093,0.0,0
392425,0,+0222:+0037,Denmark,20_to_50km,0.34817654,25,25,0.64,0.64,0.0,0
395227,0,+0223:+0036,Denmark,20_to_50km,0.32382235,11,20,0.12903225806451613,0.12903225806451613,0.0,0
397047,0,+0222:+0037,Denmark,20_to_50km,0.35575,18,21,0.41025641025641024,0.41025641025641024,0.0,0
397716,0,+0220:+0037,Denmark,20_to_50km,0.32815793,15,15,0.26666666666666666,0.26666666666666666,0.0,0
397901,0,+0222:+0037,Denmark,20_to_50km,0.3114242,25,21,0.391304347826087,0.391304347826087,0.0,0
405296,0,+0222:+0037,Denmark,20_to_50km,0.30037582,7,16,0.2608695652173913,0.2608695652173913,0.0,0
405880,0,+0223:+0036,Denmark,20_to_50km,0.3562318,24,22,0.5217391304347826,0.5217391304347826,0.0,0
412920,0,+0187:+0003,France,20_to_50km,0.25224358,21,23,0.5,0.5,0.0,0
415890,0,+0223:+0036,Denmark,20_to_50km,0.333915,15,22,0.32432432432432434,0.32432432432432434,0.0,0
417322,0,+0220:+0038,Denmark,20_to_50km,0.33009073,20,18,0.2631578947368421,0.2631578947368421,0.0,0
417636,0,+0222:+0037,Denmark,20_to_50km,0.31453568,26,20,0.391304347826087,0.391304347826087,0.0,0
421130,0,+0223:+0036,Denmark,20_to_50km,0.3081189,15,18,0.12121212121212122,0.12121212121212122,0.0,0
423238,0,+0220:+0038,Denmark,20_to_50km,0.3522057,15,19,0.47058823529411764,0.47058823529411764,0.0,0
423986,0,+0220:+0037,Denmark,20_to_50km,0.33263603,12,17,0.41379310344827586,0.41379310344827586,0.0,0
427418,0,+0220:+0038,Denmark,20_to_50km,0.3557048,15,19,0.47058823529411764,0.47058823529411764,0.0,0
430459,0,+0166:+0098,Bulgaria,20_to_50km,0.36962268,43,25,0.11764705882352941,0.11764705882352941,0.0,0
430872,0,+0222:+0037,Denmark,20_to_50km,0.32780838,13,22,0.22857142857142856,0.22857142857142856,0.0,0
436179,0,+0220:+0037,Denmark,20_to_50km,0.33129537,15,19,0.5294117647058824,0.5294117647058824,0.0,0
437151,0,+0222:+0037,Denmark,20_to_50km,0.3211326,24,20,0.4090909090909091,0.4090909090909091,0.0,0
437879,0,+0220:+0037,Denmark,20_to_50km,0.33211735,20,19,0.358974358974359,0.358974358974359,0.0,0
440013,0,+0219:+0038,Denmark,20_to_50km,0.3121061,4,18,0.2727272727272727,0.2727272727272727,0.0,0
442343,0,+0223:+0036,Denmark,20_to_50km,0.32428703,11,23,0.35294117647058826,0.35294117647058826,0.0,0
443570,0,+0222:+0037,Denmark,20_to_50km,0.353937,21,21,0.3333333333333333,0.3333333333333333,0.0,0
445354,0,+0223:+0036,Denmark,20_to_50km,0.33320844,15,18,0.48484848484848486,0.48484848484848486,0.0,0
447397,0,+0220:+0037,Denmark,20_to_50km,0.3224229,10,21,0.1935483870967742,0.1935483870967742,0.0,0
451154,0,+0222:+0037,Denmark,20_to_50km,0.33469403,9,22,0.45161290322580644,0.45161290322580644,0.0,0
451374,0,+0223:+0036,Denmark,20_to_50km,0.33161673,11,22,0.30303030303030304,0.30303030303030304,0.0,0
451568,0,+0220:+0038,Denmark,20_to_50km,0.33492705,20,18,0.5263157894736842,0.5263157894736842,0.0,0
456428,0,+0223:+0036,Denmark,20_to_50km,0.3127779,9,14,0.5217391304347826,0.5217391304347826,0.0,0
456619,0,+0220:+0037,Denmark,20_to_50km,0.32141215,19,19,0.3684210526315789,0.3684210526315789,0.0,0
462263,0,+0219:+0038,Denmark,20_to_50km,0.3383456,10,18,0.35714285714285715,0.35714285714285715,0.0,0
462524,0,+0220:+0037,Denmark,20_to_50km,0.32744944,17,19,0.5555555555555556,0.5555555555555556,0.0,0
463760,0,+0223:+0036,Denmark,20_to_50km,0.30619276,16,20,0.3333333333333333,0.3333333333333333,0.0,0
464271,0,+0222:+0037,Denmark,20_to_50km,0.3052904,28,21,0.40816326530612246,0.40816326530612246,0.0,0
464578,0,+0219:+0038,Denmark,20_to_50km,0.314495,10,15,0.32,0.32,0.0,0
464980,0,+0220:+0038,Denmark,20_to_50km,0.32436877,19,15,0.23529411764705882,0.23529411764705882,0.0,0
466823,0,+0222:+0037,Denmark,20_to_50km,0.31487566,13,18,0.3225806451612903,0.3225806451612903,0.0,0
470690,0,+0222:+0037,Denmark,20_to_50km,0.32916674,42,21,0.5079365079365079,0.5079365079365079,0.0,0
471348,0,+0220:+0038,Denmark,20_to_50km,0.3207586,12,18,0.06666666666666667,0.06666666666666667,0.0,0
474485,0,+0222:+0037,Denmark,20_to_50km,0.34815517,7,20,0.2222222222222222,0.2222222222222222,0.0,0
474650,0,+0223:+0036,Denmark,20_to_50km,0.33579224,17,24,0.5853658536585366,0.5853658536585366,0.0,0
478236,0,+0223:+0036,Denmark,20_to_50km,0.32841516,8,21,0.3448275862068966,0.3448275862068966,0.0,0
478280,0,+0222:+0037,Denmark,20_to_50km,0.35057425,32,21,0.33962264150943394,0.33962264150943394,0.0,0
487542,0,+0223:+0036,Denmark,20_to_50km,0.32979456,12,24,0.2777777777777778,0.2777777777777778,0.0,0
489335,0,+0219:+0041,Denmark,20_to_50km,0.32745212,11,16,0.2222222222222222,0.2222222222222222,0.0,0
489670,0,+0220:+0038,Denmark,20_to_50km,0.32938278,14,17,0.12903225806451613,0.12903225806451613,0.0,0
493530,0,+0222:+0037,Denmark,20_to_50km,0.3315123,18,22,0.5,0.5,0.0,0
495055,0,+0223:+0036,Denmark,20_to_50km,0.3236484,17,22,0.358974358974359,0.358974358974359,0.0,0
497666,0,+0205:+0040,Germany,20_to_50km,0.45959303,31,36,0.3880597014925373,0.3880597014925373,0.0,0
499369,0,+0168:+0061,Italy,20_to_50km,0.22537498,27,20,0.2978723404255319,0.2978723404255319,0.0,0
500270,0,+0223:+0036,Denmark,20_to_50km,0.32244048,14,21,0.4,0.4,0.0,0
505027,0,+0222:+0037,Denmark,20_to_50km,0.35157585,13,22,0.45714285714285713,0.45714285714285713,0.0,0
506232,0,+0223:+0036,Denmark,20_to_50km,0.29910117,13,22,0.2857142857142857,0.2857142857142857,0.0,0
507627,0,+0168:+0061,Italy,20_to_50km,0.22489071,47,19,0.3939393939393939,0.3939393939393939,0.0,0
507924,0,+0223:+0036,Denmark,20_to_50km,0.30586833,27,19,0.30434782608695654,0.30434782608695654,0.0,0
508457,0,+0222:+0037,Denmark,20_to_50km,0.30572847,12,23,0.17142857142857143,0.17142857142857143,0.0,0
509430,0,+0222:+0037,Denmark,20_to_50km,0.29952332,28,21,0.5306122448979592,0.5306122448979592,0.0,0
509526,0,+0220:+0037,Denmark,20_to_50km,0.32904887,9,19,0.5,0.5,0.0,0
510596,0,+0223:+0036,Denmark,20_to_50km,0.3109471,15,18,0.36363636363636365,0.36363636363636365,0.0,0
512453,0,+0222:+0037,Denmark,20_to_50km,0.3269834,17,22,0.46153846153846156,0.46153846153846156,0.0,0
513464,0,+0222:+0037,Denmark,20_to_50km,0.34733266,10,20,0.3333333333333333,0.3333333333333333,0.0,0
515305,0,+0220:+0037,Denmark,20_to_50km,0.3328795,12,18,0.4,0.4,0.0,0
516975,0,+0223:+0036,Denmark,20_to_50km,0.3170364,11,18,0.3448275862068966,0.3448275862068966,0.0,0
521812,0,+0222:+0037,Denmark,20_to_50km,0.34456855,15,21,0.2777777777777778,0.2777777777777778,0.0,0
