surveyId,fold,spatial_block,country,pa_distance_bucket,rarity_summary,true_cardinality,predicted_cardinality,matched_v25_f1,v26_f1,delta_f1
83062,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=5,5,23,0.06896551724137931,0.07142857142857142,0.0024630541871921152
83240,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=24,24,20,0.3111111111111111,0.3181818181818182,0.007070707070707061
87538,0,+047:+004,France,20_to_50km,zero=0;rare=2;common=32,34,27,0.43333333333333335,0.45901639344262296,0.025683060109289613
91836,0,+040:+009,Italy,20_to_50km,zero=0;rare=6;common=11,17,20,0.16216216216216217,0.16216216216216217,0.0
106921,0,+040:+009,Italy,20_to_50km,zero=0;rare=4;common=12,16,23,0.10526315789473684,0.15384615384615385,0.04858299595141702
107689,0,+048:+005,France,20_to_50km,zero=0;rare=0;common=33,33,25,0.42105263157894735,0.41379310344827586,-0.007259528130671489
110229,0,+043:+004,France,50_to_100km,zero=2;rare=3;common=5,10,23,0.0625,0.06060606060606061,-0.0018939393939393923
115757,0,+040:+009,Italy,20_to_50km,zero=0;rare=0;common=9,9,24,0.12903225806451613,0.18181818181818182,0.0527859237536657
119494,0,+040:+009,Italy,20_to_50km,zero=0;rare=4;common=10,14,21,0.4444444444444444,0.45714285714285713,0.012698412698412709
120465,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=3;common=0,3,25,0.0,0.0,0.0
122517,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=7,7,21,0.27586206896551724,0.2857142857142857,0.009852216748768461
128168,0,+043:+002,France,50_to_100km,zero=0;rare=1;common=3,4,24,0.0,0.07142857142857142,0.07142857142857142
135997,0,+040:+009,Italy,20_to_50km,zero=0;rare=5;common=15,20,20,0.4,0.4,0.0
147716,0,+040:+009,Italy,20_to_50km,zero=1;rare=1;common=6,8,19,0.07142857142857142,0.07407407407407407,0.0026455026455026454
151389,0,+050:+003,France,100_to_200km,zero=0;rare=0;common=21,21,20,0.5853658536585366,0.5853658536585366,0.0
154518,0,+044:+007,France,20_to_50km,zero=0;rare=4;common=3,7,23,0.06451612903225806,0.06666666666666667,0.002150537634408603
160877,0,+045:+010,Italy,20_to_50km,zero=0;rare=6;common=22,28,30,0.27586206896551724,0.27586206896551724,0.0
166832,0,+040:+009,Italy,20_to_50km,zero=4;rare=4;common=14,22,20,0.05,0.047619047619047616,-0.0023809523809523864
170239,0,+043:+002,France,50_to_100km,zero=0;rare=1;common=14,15,25,0.24390243902439024,0.25,0.0060975609756097615
170368,0,+042:+010,Italy,100_to_200km,zero=0;rare=2;common=6,8,20,0.0,0.0,0.0
172916,0,+048:+005,France,20_to_50km,zero=0;rare=2;common=21,23,26,0.4489795918367347,0.4489795918367347,0.0
173570,0,+042:+010,Italy,100_to_200km,zero=4;rare=2;common=3,9,19,0.0,0.0,0.0
174117,0,+043:+004,France,50_to_100km,zero=2;rare=4;common=22,28,21,0.0784313725490196,0.04081632653061224,-0.037615046018407365
174644,0,+050:+003,France,50_to_100km,zero=0;rare=0;common=3,3,18,0.2727272727272727,0.2857142857142857,0.012987012987012991
177218,0,+040:+009,Italy,20_to_50km,zero=0;rare=1;common=9,10,20,0.13333333333333333,0.13333333333333333,0.0
185866,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=6,6,21,0.2857142857142857,0.2962962962962963,0.010582010582010581
186217,0,+046:-003,France,20_to_50km,zero=0;rare=0;common=7,7,23,0.26666666666666666,0.26666666666666666,0.0
188861,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=8,8,22,0.1875,0.2,0.012500000000000011
189208,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=16,16,25,0.3902439024390244,0.3902439024390244,0.0
192968,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=11,11,19,0.4375,0.4666666666666667,0.029166666666666674
195742,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=12,12,20,0.11764705882352941,0.125,0.00735294117647059
201492,0,+043:+002,France,50_to_100km,zero=0;rare=2;common=11,13,26,0.3076923076923077,0.3076923076923077,0.0
208286,0,+040:+009,Italy,20_to_50km,zero=1;rare=6;common=8,15,19,0.0,0.0,0.0
209881,0,+043:+004,France,50_to_100km,zero=2;rare=5;common=6,13,21,0.0,0.0,0.0
211954,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=20,20,25,0.6222222222222222,0.6222222222222222,0.0
212194,0,+040:+009,Italy,20_to_50km,zero=2;rare=5;common=14,21,22,0.1,0.18604651162790697,0.08604651162790697
213436,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=5,5,18,0.24,0.2608695652173913,0.020869565217391306
214661,0,+048:+004,France,50_to_100km,zero=0;rare=0;common=15,15,19,0.5142857142857142,0.5294117647058824,0.015126050420168125
217796,0,+040:+009,Italy,20_to_50km,zero=0;rare=3;common=9,12,21,0.35294117647058826,0.36363636363636365,0.010695187165775388
218299,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=17,17,22,0.46153846153846156,0.46153846153846156,0.0
218644,0,+040:+009,Italy,20_to_50km,zero=1;rare=4;common=11,16,20,0.42105263157894735,0.4444444444444444,0.023391812865497075
218783,0,+043:+002,France,50_to_100km,zero=0;rare=1;common=30,31,27,0.5263157894736842,0.5517241379310345,0.025408348457350294
222402,0,+048:+004,France,20_to_50km,zero=1;rare=0;common=28,29,24,0.49056603773584906,0.49056603773584906,0.0
223232,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=11,11,22,0.11764705882352941,0.12121212121212122,0.0035650623885918054
227839,0,+040:+009,Italy,20_to_50km,zero=0;rare=3;common=15,18,22,0.3076923076923077,0.35,0.04230769230769227
229045,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=22,22,25,0.3333333333333333,0.3404255319148936,0.007092198581560294
238514,0,+043:+004,France,50_to_100km,zero=1;rare=0;common=8,9,22,0.0,0.0,0.0
243266,0,+045:+010,Italy,20_to_50km,zero=0;rare=13;common=21,34,28,0.06557377049180328,0.0967741935483871,0.031200423056583812
252471,0,+050:+003,France,50_to_100km,zero=0;rare=0;common=20,20,20,0.5,0.5,0.0
253560,0,+042:+010,Italy,100_to_200km,zero=3;rare=1;common=1,5,22,0.0,0.0,0.0
254562,0,+048:+005,France,20_to_50km,zero=0;rare=0;common=9,9,25,0.35294117647058826,0.35294117647058826,0.0
255328,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=11,11,20,0.42424242424242425,0.3870967741935484,-0.03714565004887588
258186,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=1;common=12,13,23,0.10810810810810811,0.1111111111111111,0.003003003003002991
258320,0,+040:+009,Italy,20_to_50km,zero=1;rare=6;common=14,21,21,0.5116279069767442,0.47619047619047616,-0.03543743078626804
258571,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=19,19,23,0.5581395348837209,0.5714285714285714,0.013289036544850474
260104,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=15,15,21,0.32432432432432434,0.3333333333333333,0.009009009009008973
261258,0,+043:+004,France,20_to_50km,zero=0;rare=0;common=12,12,20,0.29411764705882354,0.3125,0.01838235294117646
261722,0,+043:+002,France,100_to_200km,zero=0;rare=2;common=12,14,25,0.05128205128205128,0.05128205128205128,0.0
261986,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=13,13,18,0.24242424242424243,0.25806451612903225,0.01564027370478982
262374,0,+043:+004,France,50_to_100km,zero=0;rare=3;common=5,8,24,0.0625,0.0625,0.0
263026,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=7,7,22,0.3225806451612903,0.3448275862068966,0.02224694104560626
267983,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=5,5,22,0.35714285714285715,0.37037037037037035,0.013227513227513199
271976,0,+049:+006,France,50_to_100km,zero=0;rare=3;common=39,42,24,0.36363636363636365,0.3333333333333333,-0.03030303030303033
272887,0,+043:+002,France,100_to_200km,zero=1;rare=3;common=9,13,25,0.0,0.0,0.0
275547,0,+040:+009,Italy,20_to_50km,zero=0;rare=6;common=13,19,21,0.3783783783783784,0.4,0.021621621621621623
277646,0,+048:+005,France,20_to_50km,zero=0;rare=0;common=25,25,25,0.4,0.4,0.0
278558,0,+052:+012,Germany,100_to_200km,zero=0;rare=3;common=24,27,25,0.2916666666666667,0.2692307692307692,-0.022435897435897467
280693,0,+040:+009,Italy,20_to_50km,zero=0;rare=5;common=8,13,22,0.125,0.17142857142857143,0.04642857142857143
283178,0,+040:+009,Italy,20_to_50km,zero=2;rare=3;common=14,19,23,0.24390243902439024,0.2857142857142857,0.04181184668989546
290990,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=11,11,25,0.2702702702702703,0.2777777777777778,0.007507507507507505
292213,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=5,5,25,0.12903225806451613,0.13333333333333333,0.004301075268817206
294489,0,+043:+002,France,50_to_100km,zero=0;rare=1;common=15,16,25,0.4,0.3902439024390244,-0.009756097560975618
301185,0,+043:+012,Italy,20_to_50km,zero=0;rare=1;common=13,14,28,0.09523809523809523,0.047619047619047616,-0.047619047619047616
302684,0,+049:+014,Czech Republic,20_to_50km,zero=0;rare=3;common=33,36,26,0.2903225806451613,0.3548387096774194,0.06451612903225806
311344,0,+043:+002,France,20_to_50km,zero=0;rare=0;common=8,8,20,0.3870967741935484,0.35714285714285715,-0.029953917050691226
313100,0,+044:+007,France,20_to_50km,zero=0;rare=8;common=3,11,25,0.05405405405405406,0.1111111111111111,0.05705705705705705
313823,0,+044:+007,France,20_to_50km,zero=0;rare=2;common=22,24,24,0.20408163265306123,0.20833333333333334,0.0042517006802721136
321406,0,+043:+004,France,50_to_100km,zero=0;rare=2;common=6,8,22,0.3448275862068966,0.3333333333333333,-0.01149425287356326
322039,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=5,5,21,0.14814814814814814,0.15384615384615385,0.005698005698005715
326591,0,+048:+020,Hungary,50_to_100km,zero=2;rare=7;common=54,63,30,0.30434782608695654,0.3225806451612903,0.018232819074333773
328337,0,+045:+010,Italy,20_to_50km,zero=0;rare=4;common=22,26,27,0.2962962962962963,0.2641509433962264,-0.03214535290006987
329712,0,+040:+009,Italy,20_to_50km,zero=1;rare=3;common=8,12,20,0.125,0.125,0.0
330839,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=16,16,22,0.3157894736842105,0.3157894736842105,0.0
331070,0,+048:+005,France,20_to_50km,zero=0;rare=0;common=14,14,26,0.3076923076923077,0.3,-0.0076923076923077205
333996,0,+042:+010,Italy,100_to_200km,zero=1;rare=4;common=7,12,20,0.06060606060606061,0.0625,0.0018939393939393923
334876,0,+049:+006,France,50_to_100km,zero=0;rare=0;common=28,28,25,0.5,0.49056603773584906,-0.009433962264150941
342998,0,+043:+002,France,50_to_100km,zero=0;rare=2;common=8,10,23,0.11764705882352941,0.12121212121212122,0.0035650623885918054
345336,0,+042:+010,Italy,100_to_200km,zero=0;rare=2;common=4,6,20,0.14814814814814814,0.15384615384615385,0.005698005698005715
345597,0,+043:+004,France,50_to_100km,zero=2;rare=1;common=5,8,21,0.06666666666666667,0.06896551724137931,0.0022988505747126436
350783,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=21,21,26,0.4888888888888889,0.46808510638297873,-0.02080378250591014
354918,0,+043:+002,France,50_to_100km,zero=0;rare=1;common=12,13,21,0.2857142857142857,0.29411764705882354,0.00840336134453784
356657,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=21,21,21,0.6511627906976745,0.6190476190476191,-0.032115171650055396
358524,0,+040:+009,Italy,20_to_50km,zero=3;rare=2;common=15,20,22,0.15,0.14285714285714285,-0.007142857142857145
360573,0,+044:+007,France,20_to_50km,zero=1;rare=1;common=26,28,26,0.21428571428571427,0.2222222222222222,0.007936507936507936
362582,0,+043:+002,France,100_to_200km,zero=3;rare=10;common=26,39,26,0.09230769230769231,0.09230769230769231,0.0
363539,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=10,10,21,0.3125,0.25806451612903225,-0.05443548387096775
365024,0,+043:+002,France,20_to_50km,zero=0;rare=1;common=10,11,25,0.5,0.5,0.0
369791,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=16,16,27,0.38095238095238093,0.4186046511627907,0.03765227021040979
378779,0,+043:+004,France,50_to_100km,zero=1;rare=3;common=10,14,22,0.10810810810810811,0.1111111111111111,0.003003003003002991
385302,0,+048:-004,France,50_to_100km,zero=0;rare=0;common=13,13,21,0.34285714285714286,0.29411764705882354,-0.04873949579831932
387960,0,+043:+002,France,50_to_100km,zero=0;rare=2;common=5,7,24,0.0,0.0,0.0
393538,0,+043:+004,France,20_to_50km,zero=0;rare=6;common=22,28,23,0.5384615384615384,0.5098039215686274,-0.02865761689291102
394209,0,+043:+004,France,50_to_100km,zero=1;rare=1;common=4,6,19,0.0,0.0,0.0
402226,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=6,6,24,0.125,0.13333333333333333,0.008333333333333331
408122,0,+048:+004,France,20_to_50km,zero=0;rare=0;common=19,19,22,0.43902439024390244,0.43902439024390244,0.0
411928,0,+052:+012,Germany,100_to_200km,zero=0;rare=3;common=27,30,26,0.3076923076923077,0.2857142857142857,-0.02197802197802201
412017,0,+040:+009,Italy,20_to_50km,zero=0;rare=4;common=15,19,22,0.5116279069767442,0.5365853658536586,0.024957458876914362
417883,0,+043:+002,France,100_to_200km,zero=0;rare=4;common=4,8,29,0.0,0.05405405405405406,0.05405405405405406
419993,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=14,14,23,0.2631578947368421,0.2702702702702703,0.007112375533428195
421633,0,+043:+002,France,20_to_50km,zero=0;rare=0;common=20,20,23,0.37209302325581395,0.37209302325581395,0.0
424017,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=23,23,25,0.5,0.5,0.0
424670,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=8,8,21,0.20689655172413793,0.20689655172413793,0.0
425184,0,+040:+009,Italy,20_to_50km,zero=0;rare=0;common=6,6,20,0.23076923076923078,0.23076923076923078,0.0
425901,0,+043:+004,France,50_to_100km,zero=2;rare=6;common=11,19,22,0.047619047619047616,0.04878048780487805,0.001161440185830434
426190,0,+044:+007,France,20_to_50km,zero=1;rare=1;common=19,21,21,0.32558139534883723,0.3333333333333333,0.007751937984496082
429253,0,+043:+012,Italy,100_to_200km,zero=1;rare=7;common=37,45,24,0.14925373134328357,0.17391304347826086,0.024659312134977296
431548,0,+045:+010,Italy,20_to_50km,zero=1;rare=11;common=39,51,28,0.28205128205128205,0.27848101265822783,-0.003570269393054215
442680,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=8,8,21,0.3333333333333333,0.3448275862068966,0.01149425287356326
445730,0,+043:+004,France,50_to_100km,zero=0;rare=3;common=1,4,25,0.0,0.0,0.0
446072,0,+043:+004,France,20_to_50km,zero=0;rare=5;common=5,10,21,0.0,0.0,0.0
448662,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=10,10,24,0.2777777777777778,0.29411764705882354,0.01633986928104575
448813,0,+040:+009,Italy,20_to_50km,zero=3;rare=5;common=15,23,22,0.09302325581395349,0.13333333333333333,0.040310077519379844
451434,0,+052:+012,Germany,100_to_200km,zero=0;rare=1;common=20,21,23,0.27906976744186046,0.2727272727272727,-0.006342494714587754
455524,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=11,11,23,0.29411764705882354,0.29411764705882354,0.0
455528,0,+048:+004,France,20_to_50km,zero=0;rare=0;common=25,25,22,0.46808510638297873,0.46808510638297873,0.0
456622,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=14,14,25,0.5789473684210527,0.6153846153846154,0.036437246963562764
459253,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=9,9,21,0.25806451612903225,0.26666666666666666,0.008602150537634412
459667,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=31,31,27,0.3793103448275862,0.3793103448275862,0.0
462972,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=4,4,21,0.15384615384615385,0.16,0.006153846153846149
464871,0,+047:+004,France,20_to_50km,zero=0;rare=1;common=37,38,27,0.375,0.36923076923076925,-0.005769230769230749
466149,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=23,23,22,0.391304347826087,0.4,0.008695652173913049
468670,0,+044:+007,France,20_to_50km,zero=0;rare=1;common=31,32,24,0.2857142857142857,0.2857142857142857,0.0
470070,0,+043:+002,France,50_to_100km,zero=0;rare=2;common=13,15,25,0.10256410256410256,0.15,0.047435897435897434
470500,0,+040:+009,Italy,20_to_50km,zero=0;rare=4;common=12,16,22,0.16666666666666666,0.21052631578947367,0.043859649122807015
477431,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=26,26,21,0.625,0.5957446808510638,-0.0292553191489362
481010,0,+050:+003,France,50_to_100km,zero=0;rare=0;common=11,11,18,0.3225806451612903,0.27586206896551724,-0.046718576195773076
481323,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=7,7,21,0.20689655172413793,0.21428571428571427,0.007389162561576346
495377,0,+050:+003,France,20_to_50km,zero=0;rare=0;common=14,14,20,0.45714285714285713,0.47058823529411764,0.013445378151260512
495916,0,+043:+004,France,50_to_100km,zero=5;rare=6;common=12,23,21,0.0,0.0,0.0
496929,0,+043:+004,France,20_to_50km,zero=1;rare=1;common=5,7,24,0.06896551724137931,0.06451612903225806,-0.004449388209121247
499116,0,+048:+000,France,20_to_50km,zero=0;rare=0;common=16,16,23,0.55,0.5641025641025641,0.014102564102564052
499149,0,+043:+002,France,20_to_50km,zero=0;rare=0;common=17,17,24,0.3902439024390244,0.3902439024390244,0.0
499557,0,+043:+002,France,50_to_100km,zero=0;rare=1;common=27,28,24,0.33962264150943394,0.3076923076923077,-0.03193033381712623
502689,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=17,17,23,0.43902439024390244,0.45,0.01097560975609757
507497,0,+052:+012,Germany,100_to_200km,zero=1;rare=1;common=29,31,21,0.41509433962264153,0.38461538461538464,-0.03047895500725689
511520,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=1;common=11,12,25,0.21052631578947367,0.21621621621621623,0.005689900426742556
513746,0,+043:+002,France,100_to_200km,zero=0;rare=2;common=3,5,26,0.0,0.0,0.0
514919,0,+048:+005,France,20_to_50km,zero=0;rare=0;common=42,42,25,0.3939393939393939,0.417910447761194,0.023971053821800092
521061,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=17,17,22,0.25,0.2564102564102564,0.0064102564102563875
523832,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=10,10,25,0.29411764705882354,0.2857142857142857,-0.00840336134453784
527097,0,+043:+002,France,20_to_50km,zero=0;rare=1;common=26,27,27,0.5283018867924528,0.5185185185185185,-0.009783368273934334
529026,0,+040:+009,Italy,20_to_50km,zero=2;rare=5;common=15,22,22,0.09523809523809523,0.22727272727272727,0.13203463203463203
531393,0,+042:+010,Italy,100_to_200km,zero=1;rare=1;common=3,5,19,0.07692307692307693,0.08333333333333333,0.006410256410256401
531561,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=11,11,20,0.45161290322580644,0.45161290322580644,0.0
532168,0,+040:+009,Italy,20_to_50km,zero=0;rare=0;common=5,5,20,0.16,0.16,0.0
535053,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=10,10,24,0.4,0.4117647058823529,0.0117647058823529
546317,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=40,40,20,0.41935483870967744,0.36666666666666664,-0.052688172043010795
546428,0,+044:+007,France,20_to_50km,zero=1;rare=8;common=14,23,21,0.2222222222222222,0.22727272727272727,0.005050505050505055
549925,0,+043:+002,France,50_to_100km,zero=0;rare=1;common=20,21,24,0.5217391304347826,0.5333333333333333,0.011594202898550732
550930,0,+043:+004,France,50_to_100km,zero=1;rare=6;common=9,16,20,0.0,0.0,0.0
551187,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=20,20,27,0.391304347826087,0.425531914893617,0.03422756706753005
551389,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=9,9,22,0.23529411764705882,0.25806451612903225,0.02277039848197343
551951,0,+043:+002,France,50_to_100km,zero=1;rare=0;common=21,22,25,0.2916666666666667,0.2978723404255319,0.0062056737588652156
552227,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=16,16,20,0.3157894736842105,0.2777777777777778,-0.03801169590643272
556126,0,+040:+009,Italy,20_to_50km,zero=1;rare=8;common=18,27,20,0.3404255319148936,0.3404255319148936,0.0
558420,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=14,14,21,0.2222222222222222,0.22857142857142856,0.006349206349206354
560009,0,+040:+009,Italy,20_to_50km,zero=1;rare=3;common=12,16,23,0.16216216216216217,0.20512820512820512,0.04296604296604295
560492,0,+042:+010,Italy,100_to_200km,zero=2;rare=1;common=7,10,21,0.125,0.12903225806451613,0.0040322580645161255
560967,0,+047:+004,France,20_to_50km,zero=0;rare=1;common=45,46,26,0.4788732394366197,0.4722222222222222,-0.006651017214397481
564282,0,+043:+002,France,50_to_100km,zero=1;rare=7;common=25,33,24,0.38596491228070173,0.38596491228070173,0.0
568492,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=12,12,23,0.2222222222222222,0.22857142857142856,0.006349206349206354
574821,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=16,16,20,0.5789473684210527,0.5,-0.07894736842105265
578253,0,+043:+004,France,50_to_100km,zero=1;rare=2;common=11,14,21,0.05555555555555555,0.05714285714285714,0.0015873015873015886
582087,0,+043:+002,France,100_to_200km,zero=0;rare=0;common=6,6,24,0.0,0.0,0.0
583445,0,+053:+006,Netherlands,20_to_50km,zero=0;rare=0;common=7,7,22,0.3333333333333333,0.3448275862068966,0.01149425287356326
583497,0,+040:+009,Italy,20_to_50km,zero=1;rare=1;common=11,13,23,0.12121212121212122,0.2222222222222222,0.101010101010101
583609,0,+048:+005,France,20_to_50km,zero=0;rare=2;common=38,40,22,0.25806451612903225,0.25806451612903225,0.0
585103,0,+050:+003,France,50_to_100km,zero=0;rare=0;common=22,22,19,0.5238095238095238,0.5365853658536586,0.012775842044134733
587733,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=32,32,28,0.43333333333333335,0.43333333333333335,0.0
588103,0,+043:+004,France,20_to_50km,zero=1;rare=2;common=3,6,26,0.0,0.0625,0.0625
588974,0,+043:+004,France,50_to_100km,zero=1;rare=1;common=0,2,19,0.0,0.0,0.0
589199,0,+049:+006,France,50_to_100km,zero=0;rare=0;common=18,18,26,0.5581395348837209,0.5454545454545454,-0.012684989429175508
594356,0,+043:+004,France,50_to_100km,zero=2;rare=1;common=2,5,18,0.0,0.0,0.0
594588,0,+043:+002,France,50_to_100km,zero=0;rare=1;common=16,17,23,0.24390243902439024,0.25,0.0060975609756097615
594617,0,+043:+004,France,50_to_100km,zero=2;rare=5;common=4,11,23,0.0,0.0,0.0
595953,0,+040:+009,Italy,20_to_50km,zero=2;rare=4;common=11,17,22,0.05128205128205128,0.10256410256410256,0.05128205128205128
598081,0,+043:+002,France,100_to_200km,zero=0;rare=3;common=20,23,25,0.22727272727272727,0.20833333333333334,-0.018939393939393923
603731,0,+040:+009,Italy,20_to_50km,zero=1;rare=2;common=16,19,21,0.5365853658536586,0.55,0.013414634146341475
613696,0,+050:+003,France,50_to_100km,zero=0;rare=0;common=19,19,18,0.43243243243243246,0.43243243243243246,0.0
615341,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=16,16,27,0.5714285714285714,0.6046511627906976,0.03322259136212624
616111,0,+052:+012,Germany,100_to_200km,zero=0;rare=1;common=26,27,23,0.2857142857142857,0.28,-0.005714285714285672
620350,0,+047:+004,France,20_to_50km,zero=0;rare=0;common=11,11,25,0.2777777777777778,0.2777777777777778,0.0
623420,0,+043:+004,France,20_to_50km,zero=0;rare=4;common=13,17,22,0.2,0.15384615384615385,-0.046153846153846156
627763,0,+048:+005,France,20_to_50km,zero=0;rare=0;common=25,25,24,0.5714285714285714,0.5714285714285714,0.0
629152,0,+043:+004,France,50_to_100km,zero=1;rare=1;common=14,16,24,0.0,0.0,0.0
633054,0,+044:+007,Italy,20_to_50km,zero=0;rare=1;common=9,10,26,0.0,0.0,0.0
633775,0,+044:+007,France,20_to_50km,zero=0;rare=6;common=5,11,23,0.05714285714285714,0.058823529411764705,0.001680672268907564
636625,0,+048:-004,France,50_to_100km,zero=0;rare=1;common=8,9,21,0.30303030303030304,0.3333333333333333,0.030303030303030276
638284,0,+043:+002,France,100_to_200km,zero=0;rare=4;common=5,9,23,0.0,0.0,0.0
638990,0,+050:+003,France,50_to_100km,zero=0;rare=0;common=28,28,22,0.56,0.56,0.0
648090,0,+043:+002,France,50_to_100km,zero=0;rare=0;common=10,10,21,0.25,0.25806451612903225,0.008064516129032251
